status_id,status_message,link_name,status_type,status_link,status_published,status_video_length,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
14866608226_10153993408373227,Everything you need to know.,How to Prevent Stretch Marks from Weightlifting and Bodybuilding,link,http://www.mensfitness.com/styleandgrooming/grooming/how-prevent-stretch-marks-weightlifting-and-bodybuilding?utm_source=facebook&utm_medium=social&utm_campaign=preventstretchmarks,2016-07-30 21:45:00,,456,3,45,0,0,0,0,0,0
14866608226_10153993405688227,Beat the rising temps in style.,20 Best Button-Down Shirts for Men to Wear In the Summer Heat,link,http://www.mensfitness.com/styleandgrooming/fashion/20-best-button-down-shirts-men-wear-summer-heat?utm_source=facebook&utm_medium=social&utm_campaign=buttondownshirts,2016-07-30 20:45:00,,199,3,20,0,0,0,0,0,0
14866608226_10153993395458227,"Now, boldly go get ripped.",Chris Pine's Exact 'Star Trek Beyond' Workout Routine,link,http://www.mensfitness.com/training/workout-routines/chris-pines-exact-star-trek-beyond-workout-routine?utm_source=facebook&utm_medium=social&utm_campaign=chrispineworkout,2016-07-30 19:45:00,,285,1,22,0,0,0,0,0,0
14866608226_10153993391838227,Even in its simplicity there's still some confusion.,Paleo Diet Myths: 3 Things You Need to Stop Believing,link,http://www.mensfitness.com/nutrition/what-to-eat/paleo-diet-myths-3-things-you-need-stop-believing?utm_source=facebook&utm_medium=social&utm_campaign=paleodietymyths,2016-07-30 18:45:00,,68,0,4,0,0,0,0,0,0
14866608226_10153993385533227,Olympic swag you'll want to get your hands on.,The Coolest Gear Team USA Olympic Athletes Will Wear at the 2016 Rio Games—that You Can Also Buy,link,http://www.mensfitness.com/life/gearandtech/coolest-gear-team-usa-olympic-athletes-will-wear-2016-rio-games-you-can-also-buy?utm_source=facebook&utm_medium=social&utm_campaign=coolestolympicgear,2016-07-30 17:53:00,,60,1,4,0,0,0,0,0,0
14866608226_10153994396948227,Two tips to power up your workout with Mike Simone (with humanfitproject and Steer Films,,video,https://www.facebook.com/mensfitness/videos/10153994396948227/,2016-07-30 17:13:20,02:47,847,69,77,0,0,0,0,0,0
14866608226_10153993383143227,Fine-tune your skills.,Triathlon Training: Transition Workouts for Swimming to Biking and Biking to Running,link,http://www.mensfitness.com/training/workout-routines/triathlon-training-transition-workouts-swimming-biking-and-biking-running?utm_source=facebook&utm_medium=social&utm_campaign=triathlontransitionworkouts,2016-07-30 16:52:00,,222,1,9,0,0,0,0,0,0
14866608226_10153993381828227,Use these finishers at the end of your workouts.,10 CrossFit Workouts to Get Rid of Love Handles,link,http://www.mensfitness.com/training/workout-routines/10-crossfit-workouts-get-rid-love-handles?utm_source=facebook&utm_medium=social&utm_campaign=crossfitworkoutslovehandles,2016-07-30 15:45:00,,210,5,35,0,0,0,0,0,0
14866608226_10153993379663227,Learn from the best.,Summer Olympics 2016: What 15 Olympians Say About Eating Right,link,http://www.mensfitness.com/nutrition/what-to-eat/summer-olympics-2016-what-15-olympians-say-about-eating-right?utm_source=facebook&utm_medium=social&utm_campaign=olympianssayeatingright,2016-07-30 14:50:00,,58,0,5,0,0,0,0,0,0
14866608226_10153993377563227,Think you've got what it takes?,Train Like a Boxer,link,http://www.mensfitness.com/training/workout-routines/train-boxer?utm_source=facebook&utm_medium=social&utm_campaign=trainlikeboxer,2016-07-30 13:49:00,,726,12,160,0,0,0,0,0,0
14866608226_10153993376188227,Pound your pecs.,The Best 45-minute Chest Workout,link,http://www.mensfitness.com/training/workout-routines/best-45-minute-chest-workout?utm_source=facebook&utm_medium=social&utm_campaign=chestworkout,2016-07-30 12:45:00,,539,2,62,0,0,0,0,0,0
14866608226_10153993373243227,"So, can you?",Can You Actually Make Your Penis Bigger?,link,http://www.mensfitness.com/life/entertainment/can-you-actually-make-your-penis-bigger?utm_source=facebook&utm_medium=social&utm_campaign=makepenisbigger,2016-07-30 11:45:00,,278,24,60,0,0,0,0,0,0
14866608226_10153992055483227,"And you'll feel good when you wear them, because you'll know you didn't overpay by hundreds of bucks.",The Best Budget-Friendly Sunglasses for Men 2016,link,http://www.mensfitness.com/styleandgrooming/fashion/best-budget-friendly-sunglasses-men-2016?utm_source=facebook&utm_medium=social&utm_campaign=bestbudgetsunglasses,2016-07-30 11:00:00,,72,3,5,0,0,0,0,0,0
14866608226_10154043054573227,Order this.,Confirmed: The #1 Item Men Eat at Buffalo Wild Wings to Protect Their Abs,link,http://bit.ly/2b01Or3,2016-07-30 11:00:00,,54,4,9,0,0,0,0,0,0
14866608226_10154056168403227,Fire up your fat burn and get rid of your dad bod forever.,The #1 Morning Habit That Will Double Your Metabolism,link,http://bit.ly/2bfHNx0,2016-07-30 11:00:00,,1210,7,207,0,0,0,0,0,0
14866608226_10154190195213227,Ditch the junk.,Experts Agree These Are the 8 Foods You Should No Longer Eat,link,http://bit.ly/2dX3Hn0,2016-07-30 11:00:00,,199,3,32,0,0,0,0,0,0
14866608226_10154219087138227,Destroy more fat when you...,10 Ways to Lose Your Belly in 10 Days,link,http://bit.ly/2ePbneL,2016-07-30 11:00:00,,297,0,44,0,0,0,0,0,0
14866608226_10153991929038227,It ain't what it used to be.,Here's Why the 2016 USA Men's Gymnastics Team Is So Much More Muscular Than Their 1984 Counterparts,link,http://www.mensfitness.com/life/entertainment/why-2016-rio-olympic-gymnasts-bodies-are-so-much-more-muscular?utm_source=facebook&utm_medium=social&utm_campaign=gymteam,2016-07-30 10:00:02,,98,5,9,0,0,0,0,0,0
14866608226_10153992057578227,Moderation is key.,10 Superfoods That Can Still Make You Fat,link,http://www.mensfitness.com/weight-loss/burn-fat-fast/10-superfoods-will-make-you-fat?utm_source=facebook&utm_medium=social&utm_campaign=fatteningsuperfoods,2016-07-30 09:00:01,,145,5,13,0,0,0,0,0,0
14866608226_10153992064993227,Who says you can only practice on the pool?,10 Dry-Land Exercises Every Swimmer Should Do,link,http://www.mensfitness.com/sports/10-best-exercises-swimmers?utm_source=facebook&utm_medium=social&utm_campaign=bestswimmermoves,2016-07-30 08:00:00,,100,4,20,0,0,0,0,0,0
14866608226_10153992086853227,Lather up.,The Best Sunscreens for Summer,link,http://www.mensfitness.com/styleandgrooming/grooming/best-sunscreens-summer?utm_source=facebook&utm_medium=social&utm_campaign=bestsunscreens,2016-07-30 07:00:00,,54,3,3,0,0,0,0,0,0
14866608226_10153992104118227,Have your cake and eat it too.,7 Dessert Recipes That Are Actually Packed With Protein,link,http://www.mensfitness.com/nutrition/what-to-eat/7-best-protein-rich-dessert-recipes?utm_source=facebook&utm_medium=social&utm_campaign=proteindesserts,2016-07-30 06:00:00,,118,7,17,0,0,0,0,0,0
14866608226_10153992141463227,Keep it simple.,The No-Frills Shoulder Workout,link,http://www.mensfitness.com/training/workout-routines/no-frills-shoulder-workout?utm_source=facebook&utm_medium=social&utm_campaign=nononsense,2016-07-30 05:00:01,,341,1,20,0,0,0,0,0,0
14866608226_10153992150103227,Why not try 'em?,7 High-Intensity Workout Methods for Greater Muscle Growth,link,http://www.mensfitness.com/training/build-muscle/7-high-intensity-workout-methods-greater-muscle-growth?utm_source=facebook&utm_medium=social&utm_campaign=moremuscles,2016-07-30 03:00:01,,228,1,28,0,0,0,0,0,0
14866608226_10153992153468227,Dig in.,The Best Low-Carb Diet Recipes for Weight Loss,link,http://www.mensfitness.com/weight-loss/diet-friendly-recipes/best-low-carb-diet-recipes-weight-loss?utm_source=facebook&utm_medium=social&utm_campaign=lowcarb,2016-07-30 01:00:00,,131,5,26,0,0,0,0,0,0
14866608226_10153992139008227,The simplest way to make progress is to stop guessing about your training.,"How to Build the Perfect Workout Program, According to 10 Pro Trainers",link,http://www.mensfitness.com/training/workout-routines/how-build-perfect-workout-program-according-10-pro-trainers?utm_source=facebook&utm_medium=social&utm_campaign=perfectprogram,2016-07-29 23:00:00,,507,5,119,0,0,0,0,0,0
